Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Jagadeeswaran Thangaraj,Defining Theoretical Foundations to Unified Metamodel For Model Reusability,"Jagadeeswaran Thangaraj, Senthilkumaran Ulaganathan",Recent Advances in Computer Science and Communications 13 (4) 620 - 626,0,2020,,
Jagadeeswaran Thangaraj,Model reusability and multidirectional transformation using unified metamodel,"Jagadeeswaran Thangaraj, Senthilkumaran Ulaganathan",2018 IEEE Distributed Computing VLSI Electrical Circuits and Robotics …,1,2018,,
Jagadeeswaran Thangaraj,A Formal Framework to Unified Metamodel for Consistent Transformation,"Jagadeeswaran Thangaraj, Senthilkumaran Ulaganathan",PhD Symposium at iFM’18 on Formal Methods: Algorithms Tools and …,0,2018,,
Jagadeeswaran Thangaraj,Mapping USE Specifications into Spec#,"Jagadeeswaran Thangaraj, Senthilkumaran Ulaganathan",Lecture Notes in Computer Science 10748 (978-3-319-74730-9) 331--339,0,2018,,
Jagadeeswaran Thangaraj,Introducing Ownership Types to Specification Design,"Jagadeeswaran Thangaraj, Senthilkumaran Ulaganathan",International Journal of Scientific & Engineering Research 8 (8) 843 - 848,0,2017,,
Jagadeeswaran Thangaraj,Introducing Ownership Type Constraints to UML/OCL,"Jagadeeswaran Thangaraj, Senthilkumaran Ulaganathan",International Workshop on Aliasing Capabilities and Ownership IWACO17 co …,0,2017,,
Jagadeeswaran Thangaraj,Adding Ownership Constraints to OCL to automatically generate Spec# skeletons,Jagadeeswaran Thangaraj,Maynooth University Ireland,0,2015,,
Ray Walshe,Blockchain for Organising Effective Grass-Roots Actions on a Global Commons: Saving The Planet,"Jens Ducree, Martin Etzrodt, Bert Gordijn, Max Gravitt, Sönke Bartling, Ray Walshe, Tomás Harrington",Frontiers in Blockchain,0,2020,,
Ray Walshe,AI and Big Data Standardization: Contributing to United Nations Sustainable Development Goals,"Ray Walshe, Kevin Casey, Jane Kernan, Dónal Fitzpatrick",Journal of ICT Standardization 77–106-77–106,0,2020,,
Ray Walshe,Introduction to the Special Issue on: Big Data/AI Standardization in the Journal of ICT Standardization,Ray Walshe,Journal of ICT Standardization 1-1,0,2020,,
Ray Walshe,Implementing a standardised annual programme review process in a third-level institution,"Sheelagh Wickham, Malcolm Brady, Sarah Ingle, Caroline McMullan, Mairéad Nic Giolla Mhichíl, Ray Walshe",Quality Assurance in Education,3,2017,,
Ray Walshe,Evolution of Big Data Standards,Pablo Diaz,Manual sobre Utilidades del Big Data para Bienes Públicos 1 376,0,2017,,
Ray Walshe,La necesidad de normalizar el big data,"Ray Walshe, Jane Kernan",Manual sobre utilidades del big data para bienes públicos 145-162,0,2017,,
Ray Walshe,"Sentiment Evaluation: User, Business Assessment and Hashtag Analysis.","Chetan Jha, Ray Walshe",AICS 283-294,0,2017,,
Ray Walshe,ACADEMIC PROGRAM REVIEW: LINKAGE BETWEEN ANNUAL AND OTHER PERIODIC PROCESSES,"Sarah Ingle, Malcolm Brady, Mairéad Nic Giolla Mhichíl, Ray Walshe, Sheelagh Wickham",Global Conference on Business & Finance Proceedings 8 (2) 93,0,2013,,
Ray Walshe,An adaptive membership protocol against Sybil attack in unstructured P2P networks,"Haowen Liu, Chao Ma, Ray Walshe",IET Digital Library,1,2013,,
Ray Walshe,The impact of information quality on quality of life: An information quality oriented framework,"Markus Helfert, Ray Walshe, Cathal Gurrin",IEICE transactions on communications 96 (2) 404-409,5,2013,,
Ray Walshe,Reviewing the Review: An Evaluation of the use of a Standardised Academic Programme Review Process,"Sheelagh Wickham, Malcolm Brady, Sarah Ingle, Caroline McMullan, Mairéad Nic Giolla Mhichíl, Ray Walshe",,0,2013,,
Ray Walshe,Performance evaluation of cloud-based parallel computing,"Yuto Nakai, Dimitri Perrin, Hiroyuki Ohsaki, Ray Walshe",2013 IEEE 37th Annual Computer Software and Applications Conference …,2,2013,,
Ray Walshe,Modeling the impact of spatial structure on growth dynamics of invasive plant species,"James T Murphy, Mark P Johnson, Ray Walshe",International Journal of Modern Physics C 24 (07) 1350042,5,2013,,
Ray Walshe,ElasticSSI: Self-optimizing metacomputing through process migration and elastic scaling,"P Healy, J Morrison, Ray Walshe",ERCIM News 90,1,2012,,
Ray Walshe,Distributed Simulation and Real-Time Applications,"Rb Araujo, Dd Duarte",IEEE Computer Society Press,2,2012,,
Ray Walshe,Massively Multi-Author Hybrid Artificial Intelligence,"John Pendlebury, Mark Humphrys, Ray Walshe",ERCIM News 2012 (89),0,2012,,
Ray Walshe,Proceedings of the 23rd Irish Conference on Artificial Intelligence & Cognitive Science,"Padraig Cunningham, Dimitri Perrin",,0,2012,,
Ray Walshe,An experimental system for real-time interaction between humans and hybrid AI agents,"John Pendlebury, Mark Humphrys, Ray Walshe",2012 6th IEEE International Conference Intelligent Systems 121-129,1,2012,,
Ray Walshe,Artificial neural network simulation on CUDA,"John Pendlebury, Huanhuan Xiong, Ray Walshe",2012 IEEE/ACM 16th International Symposium on Distributed Simulation and …,5,2012,,
Ray Walshe,Assembling Hybrid Minds,"Oisın Mac Fhearai, Ray Walshe, Mark Humphrys",MartinMcGinnity Intelligent Systems Research Centre University of Ulster,0,2011,,
Ray Walshe,A Computational Modelling Approach to Explore the Anti-microbial Pro-drug Delivery System.,"James T Murphy, Ray Walshe, Marc Devocelle",BIOINFORMATICS 301-308,0,2011,,
Ray Walshe,A Framework for Scaling Up Distributed Minds,"Oisın Mac Fhearai, Mark Humphrys, Ray Walshe",Third International Conference on Software Services and Semantic …,1,2011,,
Ray Walshe,A high-speed architecture for building hybrid minds,"Oisın Mac Fhearai, Mark Humphrys, Ray Walshe",,3,2011,,
Ray Walshe,Modeling antibiotic resistance in bacterial colonies using agent-based approach,"James T Murphy, Ray Walshe",Understanding the Dynamics of Biological Systems 131-154,7,2011,,
Ray Walshe,A theoretical analysis of the prodrug delivery system for treating antibiotic-resistant bacteria,"James T Murphy, Ray Walshe, Marc Devocelle",IEEE/ACM transactions on computational biology and bioinformatics 8 (3) 650-658,5,2010,,
Ray Walshe,Computational Modelling and the Pro-Drug Approach to Treating Antibiotic-Resistant Bacteria.,"James T Murphy, Ray Walshe, Marc Devocelle",ERCIM News 2010 (82) 34-35,0,2010,,
Ray Walshe,Modeling the population dynamics of antibiotic-resistant bacteria: an agent-based approach,"James T Murphy, Ray Walshe, Marc Devocelle",International Journal of Modern Physics C 20 (03) 435-457,8,2009,,
Monica Ward,Joining the blocks together–an NLP pipeline for CALL development,Monica Ward,CALL and complexity 397,0,2019,,
Monica Ward,"A Green Approach for an Irish App (Refactor, reuse and keeping it real)","Monica Ward, Maxim Mozgovoy, Marina Purgina",Proceedings of the Celtic Language Technology Workshop 80-88,1,2019,,
Monica Ward,Can WordBricks make learning Irish more engaging for students?,"Monica Ward, Maxim Mozgovoy, Marina Purgina",International Journal of Game-Based Learning (IJGBL) 9 (2) 20-39,4,2019,,
Monica Ward,Qualitative research in less commonly taught and endangered language CALL,Monica Ward,Language Learning & Technology 22 (2) 116-132,10,2018,,
Monica Ward,Effective Utilisation of VLE with Joint Multinational Postgraduate Programme,"Monica Ward, Nirase Fathima Abubacker",2018 21st Saudi Computer Society National Computer Conference (NCC) 1-6,0,2018,,
Monica Ward,ICALL’s relevance to CALL,Monica Ward,CALL in a climate of change: adapting to turbulent global conditions–short …,1,2017,,
Monica Ward,MALL with WordBricks–building correct sentences brick by brick,"Marina Purgina, Maxim Mozgovoy, Monica Ward",CALL in a climate of change: adapting to turbulent global conditions–short …,4,2017,,
Monica Ward,Learning Language Grammar with Interactive Exercises in the Classroom and Beyond.,"Marina Purgina, Maxim Mozgovoy, Monica Ward",CSEDU (1) 470-475,2,2017,,
Monica Ward,THE BENEFITS OF COMPUTER ASSISTED LANGUAGE LEARNING (CALL) FOR MIGRANTS AND MIGRANT FAMILIES,Monica Ward,CONGRESS PROCEEDINGS 181,0,2017,,
Monica Ward,Using animated visualisation in Computer Assisted Language Learning,Monica Ward,2016 9th International Conference on Human System Interactions (HSI) 38-44,3,2016,,
Monica Ward,CALLIPSO–CALL for Irish for Parents Students and Others,Monica Ward,PARIS Inalco du 4 au 8 juillet 2016 18,1,2016,,
Monica Ward,Education Reform with Technology-Difficult but Worth the Effort?,"Monica Ward, Eamon Costello",Global Learn 71-78,7,2016,,
Monica Ward,Demystifying pronunciation with animation,Monica Ward,CALL communities and culture–short papers from EUROCALL 2016 Edited by …,0,2016,,
Monica Ward,CALL and less commonly taught languages–still a way to go,Monica Ward,CALL communities and culture: Short papers from EUROCALL 468-473,2,2016,,
Monica Ward,"Mari C. Jones (ed.), Endangered languages and new technologies. Cambridge: Cambridge University Press, 2014. Pp. xv, 211. Hb. $99, £65.",Monica Ward,Language in Society 45 (4) 615-618,0,2016,,
Monica Ward,Factors in sustainable CALL,Monica Ward,WorldCALL: Sustainability and computer-assisted language learning 132-151,5,2015,,
Monica Ward,CALL and Less Commonly Taught Languages: Challenges and Opportunities.,Monica Ward,Research-publishing. net,5,2015,,
Monica Ward,I'm a Useful NLP Tool--Get Me out of Here.,Monica Ward,Research-publishing. net,0,2015,,
Monica Ward,Using Irish NLP resources in primary school education,Monica Ward,Proceedings of the First Celtic Language Technology Workshop 6-17,3,2014,,
Monica Ward,Proceedings of the First Celtic Language Technology Workshop,"John Judge, Teresa Lynn, Monica Ward, Brian Ó Raghallaigh",Proceedings of the First Celtic Language Technology Workshop,0,2014,,
Monica Ward,HCI Requirements for Young Primary School CALL Learners,Monica Ward,International Conference on Learning and Collaboration Technologies 339-348,0,2014,,
Tomas Ward,IROS 2019 Lifelong Robotic Vision: Object Recognition Challenge [Competitions],"Heechul Bae, Eoin Brophy, Rosa Hm Chan, Baoquan Chen, Fan Feng, Gabriele Graffieti, Vidit Goel, Xinyue Hao, Hyonyoung Han, Sathursan Kanagarajah, Somesh Kumar, Siew-Kei Lam, Tin Lun Lam, Chuanlin Lan, Qi Liu, Vincenzo Lomonaco, Liang Ma, Davide Maltoni, German I Parisi, Lorenzo Pellegrini, Duvindu Piyasena, Shiliang Pu, Qi She, Debdoot Sheet, Soonyong Song, Youngsung Son, Zhengwei Wang, Tomas Ward, Jianwen Wu, Meiqing Wu, Di Xie, Yangsheng Xu, Lin Yang, Qihan Yang, Qiaoyong Zhong, Liguang Zhou",IEEE Robotics & Automation Magazine 27 (2) 11-16,0,2020,,
Tomas Ward,"Cognitive Performance, Quality and Quantity of Movement Reflect Psychological Symptoms in Adolescents","Maedeh Mansoubi, Benjamin David Weedon, Patrick Esser, Nancy Mayo, Mina Fazel, Will Wade, Tomas Ward, Steve Kemp, Anne Delextrat, Helen Dawes",Journal of Sports Science & Medicine 19 (2) 364,0,2020,,
Tomas Ward,Artifact Abstract: CNNs for Heart Rate Estimation and Human Activity Recognition in Wrist Worn Sensing Applications,"Eoin Brophy, Willie Muehlhausen, Alan F. Smeaton, Tomas Ward",2020 IEEE International Conference on Pervasive Computing and Communications …,0,2020,,
Tomas Ward,Nested similarity in matrix theory,"Annraoi De Paor, Tomas Ward",Mathematical Proceedings of the Royal Irish Academy 120 (1) 19-24,0,2020,,
Tomas Ward,CNNs for Heart Rate Estimation and Human Activity Recognition in Wrist Worn Sensing Applications,"Eoin Brophy, Willie Muehlhausen, Alan F. Smeaton, Tomas Ward",2020 IEEE International Conference on Pervasive Computing and Communications …,0,2020,,
Tomas Ward,PNS230 USING MACHINE LEARNING FOR SIGNAL DETECTION IN REALWORLD DATA FROM WRISTWORN WEARABLE DEVICES TO IDENTIFY FRAUDULENT BEHAVIOUR,"Willie Muehlhausen, L Zhang, L Smith, Tomas Ward",Value in Health 22 S325,0,2019,,
Tomas Ward,Brain plasticity and motor skill competence development in adolescents with poor motor skill acquisition and performance: Trial Protocol for a controlled experimental paradigm,"Patrick Esser, Benjamin D Weedon, Andy Meaney, Anne Delextrat, Wala Mahmoud, Piergiorgio Salvan, Thomas Wassenaar, Shawn Joshi, Yan-Ci Liu, Steve Kemp, Tomas Ward, Heidi Johansen-Berg, Helen Dawes",DOI 10.17605/OSF.IO/W8GJ6,0,2019,,
Tomas Ward,A p300-based brain-computer interface for improving attention,"Mahnaz Arvaneh, Ian Robertson, Tomas Ward",Frontiers in human neuroscience 12 524,9,2019,,
Tomas Ward,Investigating the Application of Transfer Learning to Neural Time Series Classification,"Damien Kearney, Seamus Mcloone, Tomas Ward",2019 30th Irish Signals and Systems Conference (ISSC) 1-5,0,2019,,
Tomas Ward,A Neuro-AI Interface: Learning DNNs from the Human Brain,"Zhengwei Wang, Qi She, Eoin Brophy, Alan F. Smeaton, Tomas Ward, Graham Healy",,0,2019,,
Tomas Ward,A novel approach to using machine learning algorithms for fraud detection in real world data from wrist worn wearable devices,"Willie Muehlhausen, Lili Zhang, Eoin Brophy, Tomas Ward",QUALITY OF LIFE RESEARCH 28 S177-S178,0,2019,,
Tomas Ward,PNS309 UTILIZING MACHINE LEARNING AND ECG DATA FOR CONTINUOUS USER AUTHENTICATION OF PATIENTS DURING A CLINICAL TRIAL,"Willie Muehlhausen, C Smyth, B Cardiff, Tomas Ward",Value in Health 22 S816,0,2019,,
Tomas Ward,"Quantifying the concentration of glucose, urea, and lactic acid in mixture by confocal Raman microscopy","Zhengyuan Tang, Sinead J Barton, Tomas Ward, John Lowry, Michelle Doran, Hugh J Byrne, Bryan M Hennelly",Biophotonics: Photonic Solutions for Better Health Care VI 10685 106850V,0,2018,,
Tomas Ward,Revealing Cortical Activation Patterns of Novel Task Performance in Children With Low Coordination via fNIRS,"Shawn Joshi, Benjamin David Weedon, Patrick Esser, Y Liu, Dn Springett, Andrew Meaney, Anne Delextrat, Steve Kemp, Tomas Ward, Hasan Ayaz, Helen Dawes",Front. Hum. Neurosci. Conference Abstract: 2nd International Neuroergonomics …,2,2018,,
Tomas Ward,Validation of low-cost wireless EEG system for measuring event-related potentials,"Yongxiang Wang, Zhengwei Wang, William Clifford, Charles Markham, Tomas Ward, Catherine Deegan",2018 29th Irish Signals and Systems Conference (ISSC) 1-6,1,2018,,
Tomas Ward,Multicomponent analysis using a confocal Raman microscope,"Zhengyuan Tang, Sinead J Barton, Tomas Ward, John Lowry, Michelle Doran, Hugh J Byrne, Bryan M Hennelly",Applied optics 57 (22) E118-E130,1,2018,,
Tomas Ward,Technology in rehabilitation: evaluating the single leg squat exercise with wearable inertial measurement units,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Methods Inf Med 56 (2) 88-94,22,2017,,
Tomas Ward,Technology in rehabilitation: Comparing personalised and global classification methodologies in evaluating the squat exercise with wearable IMUs,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Methods of Information in Medicine 56 (05) 361-369,3,2017,,
Tomas Ward,"Feature-free activity classification of inertial sensor data with machine vision techniques: method, development, and evaluation","José Juan Dominguez, Martin O’Reilly, Darragh Whelan, Brian Caulfield, Tomas Ward",JMIR mHealth and uHealth 5 (8) e115,17,2017,,
Tomas Ward,JMIR Rehabilitation and Assistive Technologies,"Alessandro Peretti, Francesco Amenta, Seyed Tayebati, Giulio Nittari, Syed Mahdi, Thomas Stütz, Gerlinde Emsenhuber, Daniela Huber, Michael Domhardt, Martin Tiefengrabner, Gertie Oostingh, Ulrike Fötschl, Nicholas Matis, Simon Ginzinger, Martin O’Reilly, Joe Duffin, Tomas Ward, Brian Caulfield, Stephan Huber, Janosch Priebe, Kaja-Maria Baumann, Anne Plidschun, Christine Schiessl, Thomas Tölle, Hendrik Buimer, Monique Tabak, Lex Van Velsen, Thea Van Der Geest, Hermie Hermens, Luca Lonini, Aakash Gupta, Susan Deems-Dluhy, Shenan Hoppe-Ludwig, Konrad Kording, Arun Jayaraman",JMIR 4 (2),1,2017,,
Tomas Ward,Technology in Rehabilitation: Evaluating the Single Leg Squat Exercise with Wearable Inertial Measurement Units,"Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Methods of Information in Medicine 55 (6) 88-94,0,2017,,
Tomas Ward,Mobile app to streamline the development of wearable sensor-based exercise biofeedback systems: system development and evaluation,"Martin O’Reilly, Joe Duffin, Tomas Ward, Brian Caulfield",JMIR rehabilitation and assistive technologies 4 (2) e9,9,2017,,
Tomas Ward,Technology in strength and conditioning tracking lower-limb exercises with wearable sensors,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",The Journal of Strength & Conditioning Research 31 (6) 1726-1736,11,2017,,
Tomas Ward,Classification of lunge biomechanics with multiple and individual inertial measurement units,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Sports biomechanics 16 (3) 342-360,13,2017,,
Tomas Ward,Technology in strength and conditioning: assessing bodyweight squat technique with wearable sensors,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",The Journal of Strength & Conditioning Research 31 (8) 2303-2312,9,2017,,
Tomas Ward,Facilitating motor imagery-based brain–computer interface for stroke patients using passive movement,"Mahnaz Arvaneh, Cuntai Guan, Kai Keng Ang, Tomas Ward, Karen Sg Chua, Christopher Wee Keong Kuah, Gopal Joseph Ephraim Joseph, Kok Soon Phua, Chuanchu Wang",Neural Computing and Applications 28 (11) 3259-3272,23,2017,,
Tomas Ward,Improving the robustness and performance of parallel joins over distributed systems,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Journal of Parallel and Distributed Computing 109 310-323,7,2017,,
Tomas Ward,Classification of deadlift biomechanics with wearable inertial measurement units,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Journal of biomechanics 58 155-161,16,2017,,
Tomas Ward,Evaluating performance of the lunge exercise with multiple and individual inertial measurement units,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Pervasive Health 2016: 10th EAI International Conference on Pervasive …,18,2016,,
Tomas Ward,Effects of anodal high-definition transcranial direct current stimulation on bilateral sensorimotor cortex activation during sequential finger movements: an fNIRS study,"Makii Muthalib, Pierre Besson, John Rothwell, Tomas Ward, Stephane Perrey",Oxygen Transport to Tissue XXXVII 351-359,28,2016,,
Tomas Ward,Improving memory performance using a wearable BCI,"Mahnaz Arvaneh, R Mc Cormack, Tomas Ward, Ian Robertson",Brain-Computer Interfaces,1,2016,,
Tomas Ward,Improving Task Performance through High Level Shared Control of Multiple Robots with a Context Aware Human-Robot Interface,"Simon O’Keeffe, Tomas Ward, Rudi Villing",2016 International Conference on Autonomous Robot Systems and Competitions …,1,2016,,
Tomas Ward,A closed-loop BCI system for rehabilitation of the hemiplegic upper-limb: A performance study of the systems ability to detect intention of movement,"Juliette Hurtier, Leh Van Dokkum, Sami Dalhoumi, Aodhan Coffey, Stephane Perrey, Claire Jourdan, Gerard Dray, Tomas Ward, Jerôme Froger, Isabelle Laffont",Annals of physical and rehabilitation medicine 59 e88,4,2016,,
Tomas Ward,Data collection requirements for mobile connected health: an end user development approach,"José Juan Dominguez, Tomas Ward",Proceedings of the 1st International Workshop on Mobile Development 23-30,4,2016,,
Tomas Ward,Predicting risk of suicide using resting state heart rate,"Daud Sikander, Mahnaz Arvaneh, Francesco Amico, Graham Healy, Tomas Ward, Damien Kearney, Eva Mohedano, Jennifer Fagan, John Yek, Alan F. Smeaton, Justin Brophy",2016 Asia-Pacific Signal and Information Processing Association Annual …,5,2016,,
Tomas Ward,Brain computer interfaces for neurorehabilitation–its current status as a rehabilitation strategy post-stroke,"Leh Van Dokkum, Tomas Ward, Isabelle Laffont",Annals of physical and rehabilitation medicine 58 (1) 3-8,113,2015,,
Tomas Ward,Expectations induced by natural-like temporal fluctuations are independent of attention decrement: evidence from behavior and early visual evoked potentials,"Gerard Derosiere, Nicolas Farrugia, Stephane Perrey, Tomas Ward, Kjerstin Torre",Neuroimage 104 278-286,9,2015,,
Tomas Ward,Rehabilitation Systems in Ambient Assisted Living Environments,"Anthea M Middleton, Rp Harte, Tomas Ward",Gamification: Concepts Methodologies Tools and Applications 1688-1705,0,2015,,
Tomas Ward,Combined Ambient and Wearable Sensors for Gesture-Based Environmental Control in the Home,"Aodhan Coffey, Tomas Ward",Recent Advances in Ambient Intelligence and Context-Aware Computing 1-21,1,2015,,
Tomas Ward,MindMusic: playful and social installations at the interface between music and the brain,"Tim Mullen, Alexander Khalil, Tomas Ward, John Iversen, Grace Leslie, Richard Warp, Matt Whitman, Victor Minces, Aaron Mccoy, Alejandro Ojeda, Nima Bigdely-Shamlo, Mike Chi, David Rosenboom",More Playful User Interfaces 197-229,16,2015,,
Tomas Ward,Sensor Signal Conditioning for Biomedical Instrumentation,Tomas Ward,Telehealth and Mobile Health 575-604,0,2015,,
Tomas Ward,Adaptations of motor neural structures’ activity to lapses in attention,"Gérard Derosière, Maxime Billot, Tomas Ward, Stephane Perrey",Cerebral cortex 25 (1) 66-74,31,2015,,
Tomas Ward,High throughput indexing for large-scale semantic web data,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 30th Annual ACM Symposium on Applied Computing 416-422,4,2015,,
Tomas Ward,Effects of feedback latency on p300-based brain-computer interface,"Mahnaz Arvaneh, Tomas Ward, Ian Robertson",2015 37th Annual International Conference of the IEEE Engineering in …,1,2015,,
Tomas Ward,Evaluating performance of the single leg squat exercise with a single inertial measurement unit,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Proceedings of the 3rd 2015 Workshop on ICTs for improving Patients …,19,2015,,
Tomas Ward,The beathealth project: Application to a ubiquitous computing and music framework,"Joseph Timoney, Sean O’Leary, Dawid Czesak, Victor Lazzarini, Eoghan Conway, Tomas Ward, Rudi Villing",Journal of Cases on Information Technology (JCIT) 17 (4) 29-52,1,2015,,
Tomas Ward,Fast compression of large semantic web data using X10,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IEEE Transactions on Parallel and Distributed Systems 27 (9) 2603-2617,9,2015,,
Tomas Ward,Sensor Signal Conditioning for Biomedical Instrumentation,Tomas Ward,Telehealth and Mobile Health 575-604,0,2015,,
Tomas Ward,Evaluating squat performance with a single inertial measurement unit,"Martin O’Reilly, Darragh Whelan, Charalampos Chanialidis, Nial Friel, Eamonn Delahunt, Tomas Ward, Brian Caulfield",2015 IEEE 12th International Conference on Wearable and Implantable Body …,20,2015,,
Tomas Ward,Robust and efficient large-large table outer joins on distributed infrastructures,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",European Conference on Parallel Processing 258-269,24,2014,,
Tomas Ward,The beathealth project: Synchronising movement and music,"Joseph Timoney, Tomas Ward, Rudi Villing, Victor Lazzarini, Eoghan Conway, Dawid Czesak",Cadernos de Informática 8 (4) 46-56,3,2014,,
Tomas Ward,Efficient Parallel Dictionary Encoding for RDF Data.,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Snowbird,17,2014,,
Tomas Ward,Similar scaling of contralateral and ipsilateral cortical responses during graded unimanual force generation,"Gerard Derosiere, Francois Alexandre, Nicolas Bourdillon, Kevin Mandrick, Tomas Ward, Stephane Perrey",Neuroimage 85 471-477,59,2014,,
Tomas Ward,Towards a near infrared spectroscopy-based estimation of operator attentional state,"Gerard Derosiere, Sami Dalhoumi, Stephane Perrey, Gerard Dray, Tomas Ward",PloS one 9 (3) e92045,31,2014,,
Tomas Ward,A review of Raman for multicomponent analysis,"Sinead J Barton, Bryan M Hennelly, Tomas Ward, Katarina Domijan, John Lowry",Biophotonics: Photonic Solutions for Better Health Care IV 9129 91290C,4,2014,,
Tomas Ward,Efficiently handling skew in outer joins on distributed systems,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",2014 14th IEEE/ACM International Symposium on Cluster Cloud and Grid …,19,2014,,
Tomas Ward,Comparison of online vs offline effects of HD-tDCS induced modulation of cortical sensorimotor networks using a combined fNIRS-EEG setup,"Makii Muthalib, Amit Dutta, P Besson, John Rothwell, Tomas Ward, Stephane Perrey",Poster presented at the International Society on Oxygen Transport to Tissues …,1,2014,,
Tomas Ward,A novel BCI-controlled pneumatic glove system for home-based neurorehabilitation,"Aodhan Coffey, Darren J Leamy, Tomas Ward",2014 36th Annual International Conference of the IEEE Engineering in …,22,2014,,
Tomas Ward,Slacking in the context of agent-based assessment in virtual rehabilitation systems,"Aodhan Coffey, Tomas Ward",2014 36th Annual International Conference of the IEEE Engineering in …,0,2014,,
Tomas Ward,Subject-to-subject adaptation to reduce calibration time in motor imagery-based brain-computer interface,"Mahnaz Arvaneh, Ian Robertson, Tomas Ward",2014 36th Annual International Conference of the IEEE Engineering in …,22,2014,,
Tomas Ward,A two-tier index architecture for fast processing large RDF data over distributed memory,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 25th ACM conference on Hypertext and social media 300-302,2,2014,,
Tomas Ward,A Fully Parallel Framework for Analyzing RDF Data.,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",International Semantic Web Conference (Posters & Demos) 289-292,1,2014,,
Tomas Ward,Robust and skew-resistant parallel joins in shared-nothing systems,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 23rd ACM International Conference on Conference on …,36,2014,,
Tomas Ward,Design and evaluation of parallel hashing over large-scale data,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",2014 21st International Conference on High Performance Computing (HiPC) 1-10,6,2014,,
Tomas Ward,Massively parallel reasoning under the well-founded semantics using X10,"Ilias Tachmazidis, Long Cheng, Spyros Kotoulas, Grigoris Antoniou, Tomas Ward",2014 IEEE 26th International Conference on Tools with Artificial …,4,2014,,
Tomas Ward,An exploration of EEG features during recovery following stroke–implications for BCI-mediated neurorehabilitation therapy,"Darren J Leamy, Jus Kocijan, Katarina Domijan, Joseph Duffin, Richard Roche, Sean Commins, Ronan Collins, Tomas Ward",Journal of neuroengineering and rehabilitation 11 (1) 9,41,2014,,
Tomas Ward,Game Theory: A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,"Aodhan Coffey, Tomas Ward, Richard H Middleton",Pervasive and Ubiquitous Technology Innovations for Ambient Intelligence …,2,2013,,
Tomas Ward,Methods of pattern classification for the design of a NIRS-based brain computer interface.,"Sami Dalhoumi, Gerard Dray, Jacky Montmain, Gerard Derosiere, Stephane Perrey, Tomas Ward",Ecole des Mines d'Alès,0,2013,,
Tomas Ward,La détection des états mentaux des utilisateurs par des signaux hémodynamiques mesurés par NIRS,"Stephane Perrey, Gerard Derosiere, Gerard Dray, Tomas Ward",Annals of Physical and Rehabilitation Medicine e377,0,2013,,
Tomas Ward,Detecting the user mental states from the NIRS-measured hemodynamic signals,"Stephane Perrey, Gerard Derosiere, Gerard Dray, Tomas Ward",Annals of Physical and Rehabilitation Medicine 56 (1) e379,0,2013,,
Tomas Ward,Adaptation of motor preparation to lapses in attention: a transcranial magnetic stimulation study,"Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward",11th French Society of Neurosciences Conference,0,2013,,
Tomas Ward,Classification of NIRS-measured hemodynamics of the cerebral cortex to detect lapses in attention.,"Gerard Derosiere, Sami Dalhoumi, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray",16th International Conference on Near-InfraRed Spectroscopy,0,2013,,
Tomas Ward,Employing ensemble empirical mode decomposition for artifact removal: Extracting accurate respiration rates from ECG data during ambulatory activity,"Kevin Sweeney, Damien Kearney, Tomas Ward, Shirley Coyle, Dermot Diamond",2013 35th Annual International Conference of the IEEE Engineering in …,19,2013,,
